,label,teks,clean
1189,5,Saya puas bos casing keeereeeennnn,puas bos casing keeereeeennnn
1190,3,cepat pengirimannya,cepat kirim
1191,5,"Kualitas sesuai harga, pengiriman cepat.",kualitas sesuai harga kirim cepat
1192,5,"Pengiriman cepat sekali, kualitas produk bagus, harga sangat baik",kirim cepat kualitas produk bagus harga
1193,5,Barang datang dalam keadaan baik dan cept,barang cept
1194,5,"bagus  tester pake hdd yg udh ga kebaca di laptop, lancar jaya pake ni alat",bagus tester pakai yang sudah tidak baca laptop lancar jaya pakai ni alat
1195,5,"Pengiriman Cepat,  barang bagus. good lazada",kirim cepat barang bagus good lazada
1196,5,Lazada paling ok,lazada ok
1197,5,keren cepet nyampe nya. selama ini masih lancar jaya semoga awet lama,keren cepat sampai nya lancar jaya moga awet
1198,4,"Pesanan sudah sampai... Baru pake sehari, keren barangnya... Makasih",pesan pakai hari keren barang terimakasih
1199,4,Barangnya oke banget... Pesan 2 unit dan berfungsi dg baik semua,barang oke banget pesan unit fungsi dengan
1200,5,"alhamdulillah, brggx bagus, sesuai wktunya, thks..",alhamdulillah brggx bagus sesuai waktunya thks
1201,5,mangstap,mangstap
1202,5,ok barang,ok barang
1203,5,siiiip....,siiiip
1204,1,kejebak,jebak
1205,5,mantab.,mantap
1206,5,top bgt,top banget
1207,5,"barang bagus, thx lazada pengiriman cepat thx lazada",barang bagus terimakasih lazada kirim cepat terimakasih lazada
1208,5,Barang BAgus dan Berkualitas,barang bagus kualitas
1209,5,Pengirimannya cepet. barang sampai dalam keadaan rapi tanpa cacat. pas dicoba mmg 2GB kurang dikit krn dipake sistem. pokoknya seller yang ini terpercaya kok.,kirim cepat barang rapi cacat pas coba memang sedikit karena dipakai sistem pokok penjual percaya
1210,5,"Best price.. pelayanan penjual cukup ramah, respon chat cepat.. packing barang mantap.. datang tepat waktu sesuai perkiraan..",best harga layan jual ramah respon chat cepat packing barang mantap sesuai kira
1211,5,"Barangnya nyampe lebih cepat dri estimasi pengirimannya, packagingnya rapih dan sangat bagus. Barangnya sendiri pun sesuai dengan yg di inginkan. Dua jempol deh dri saya",barang sampai cepat dari estimasi kirim packagingnya rapih bagus barang sesuai yang jempol deh dari
1212,5,diterima cepat dan produkya bagus serta urah sangat recomended tks lazada,terima cepat produkya bagus urah recomended terimakasih lazada
1213,5,Barang sudah diterima sesuai pesanan dalam keadaan baik.,barang terima sesuai pesan
1214,5,barang bagus..   ........,barang bagus
1215,5,SDH sampai sesuai pesanan. Tq lazada,sudah sesuai pesan terimakasih lazada
1216,5,Gan sy ud pesan dgn no pesanan #3827521212 tlg di cek. N klo bunhkus nya pakai bublle ya...supaya aman smpai tmpat...ada no wa kah?,juragan saya sudah pesan dengan nomor pesan tolong cek n kalau bunhkus nya pakai bublle yasupaya aman sampai tmpatada nomor wa kah
1217,5,Product sesuai harapan.  Good,produk sesuai harap good
1218,5,"Orico PHE-25 sdh saya Terima:) Selalu The Best. Highly Recommended Seller and Online Shop. Packing, Kecepatan, Pengiriman, dan tentunya Orico PHE-25 sangat memuaskan. Sukses Selalu Bisnisnya Gan. TerimaKasih Kenkez dan Lazada",orico phe sudah terima the best highly recommended penjual and online shop packing cepat kirim orico phe muas sukses bisnis juragan terimakasih kenkez lazada
1219,5,Barang sudah meluncur dengan selamat terima untuk seller.....paket rapih....  Semoga lazada dan kenkez selalu jadi uang terdepan....,barang luncur selamat terima sellerpaket rapih moga lazada kenkez uang depan
1220,5,"Ini baru bilang produk OK. Pengiriman OK banget. Packing OK sekali. Kualitas Barang OK punya. btw...saya dapat bonus kalender meja dari toko, lumayan lah.  Thanks Kenkez  and Bravo Lazada.",bilang produk ok kirim ok banget packing ok kualitas barang ok btwsaya bonus kalender meja toko lumayan terimakasih kenkez and bravo lazada
1221,5,Boxsnya besar bisa nyimpan handphone 2 sekaligus atau nyimpan jurnal mini jg bisa d dlmny..  Sangat cocok unk saya..  Jadi multi fungsi boxs.. Mkasih lazada..sukses terus..,boxsnya nyimpan handphone nyimpan jurnal mini juga d dlmny cocok unk multi fungsi boxs terimakasih lazadasukses
1222,5,"Kelebihannya Harga murah, kualitas oke, packing rapih, respon baik dan cukup cepat Kekurangannya ukuran case melebihi ekspektasi, terlalu besar untuk 1 hdd eks, tp gpp bs untuk simpen hp dan perlengkapan gadget yg lain. Memuaskanlah. Terima kasih",lebih harga murah kualitas oke packing rapih respon cepat kurang ukur case lebih ekspektasi eks tetapi tidak-apa-apa bisa simpan hp lengkap gadget yang muas terima kasih
1223,5,"barang kokoh, protective, layanan cepat, packing rapi. mantap!",barang kokoh protective layan cepat packing rapi mantap
1224,5,"Barang bagus, tidak terlalu besar mudah dibawa,  harga murah",barang bagus mudah bawa harga murah
1225,5,"Kemasan rapi, tepat waktu, barang sesuai deskripsi...trm kasih lazada",kemas rapi barang sesuai deskripsitrm kasih lazada
1226,5,"Barang sesuai dengan gambar, kualitas oke, dan pengiriman cepat. Mantap gan",barang sesuai gambar kualitas oke kirim cepat mantap juragan
1227,4,Barang ok sesuai gambar pengiriman standar thq lazada,barang ok sesuai gambar kirim standar thq lazada
1228,3,"bagian zippernya sangat mengecewakan, agak susah untuk buka tutupnya,",zippernya kecewa susah buka tutup
1229,3,"barangnya bagus tapi sayang, ternyata ukuran gak sesuai sama hard drive saya",barang bagus sayang ukur tidak sesuai hard drive
1230,5,Bahannya tebal & berkualitas,bahan tebal kualitas
1231,5,"Sesuai deskripsi, packing bagus, pengiriman sesuai jadwal",sesuai deskripsi packing bagus kirim sesuai jadwal
1232,5,Lebih dari ekspetasi. Kualitas barang tidak diragukan lagi. Selain untuk menyimpan Hardisk beserta kabelnya juga dapat menyimpan Flashdisk. Bahan elegant Ntapss,ekspetasi kualitas barang ragu simpan serta kabel simpan flashdisk bahan elegant ntapss
1233,5,Kualitas bagus dan pengiriman juga cepat,kualitas bagus kirim cepat
1234,5,"case besar, bisa isi hdd sama hp sekaligus",case isi hp
1235,5,"Terima kasih pengirimannya cepat, packing sangat rapi dan barangnya bagusss. Recommended seller.",terima kasih kirim cepat packing rapi barang bagusss recommended penjual
1236,5,"Barangnya cepet nyampe cepet banget dan barangnya jg bagus, besar lagi, sukaa deh.",barang cepat sampai cepat banget barang juga bagus sukaa deh
1237,5,Ok.. thanks,ok terimakasih
1238,5,"Barang sampe dengan cepat,barang sesuai gambar,bagus banget,puas pokoknya",barang sampai cepatbarang sesuai gambarbagus bangetpuas pokok
1239,5,Barang Kualitas Bagus Orico Sudah Terpercaya Dan Murah,barang kualitas bagus orico percaya murah
1240,5,"Case nya besar juga, lebih dr ekspetasi.. Jd bisa nyimpen yg lain2 jg..  Thank's.. recomd seller",case nya dari ekspetasi jadi nyimpen yang juga terimakasih recomd penjual
1241,5,"Barang sudah saya terima, pas dibuka ternyata barangnya melebihi espektasi yang saya kira,bagus dan ukurannya pas buat powerbank dan dompet saya.. terimakasih Lazada dan orico.. pertahankan kualitas",barang terima pas buka barang lebih espektasi kirabagus ukur pas powerbank dompet terimakasih lazada orico tahan kualitas
1242,5,Pesanan sudah saya terima..packing rapih baguss cepat sampai gk nggu lama..harga oke banget,pesan terimapacking rapih baguss cepat tidak nunggu lamaharga oke banget
1243,5,untuk produk WD sudah tidk perlu diragukan,produk wd tidk ragu
1244,5,"Terima kasih Lazada dan seller Jaya PC, barang pesanan sudah diterima dengan baik dan tepat waktu, kemasan baik. ini baru diterima belum sempat di coba.... sukses selalu Jaya PC",terima kasih lazada penjual jaya pc barang pesan terima kemas terima coba sukses jaya pc
1245,5,paking nya rapi dan bagus.pengiriman juga cepat.respon sellernya juga cepat..semoga pelayanan nya jangan sampai menurun kedepan nya..,paking nya rapi baguspengiriman cepatrespon sellernya cepatsemoga layan nya turun depan nya
1246,5,"Sudah sampai tujuan, semoga ga ada problem apa2.. packingnya rapi. ngirim ga nyasar. lumayan cepat juga. klo ga ada masalah. semoga next bisa order lagi.. keep it up gan",tuju moga tidak problem packingnya rapi mengirim tidak nyasar lumayan cepat kalau tidak moga next order keep it up juragan
1247,5,ntap~,ntap
1248,5,Mantap 8TB,mantap
1249,1,Saya sudah memesan dan menunggu sebulan untuk produk ini namun saat seseharusn sampai tiba tiba dibatalkan dan tertera alamat tidak ditemukan padahal di google map pun alamat ini muncul.,mes tunggu bulan produk seseharusn batal tera alamat temu google maaf alamat muncul
1250,4,"Kemasan rapi dan aman, pengiriman lebih cepat dri estimasi, tpi minus sekrup pengunci nya.",kemas rapi aman kirim cepat dari estimasi tapi minus sekrup kunci nya
1251,5,"Barang sesuai yang dipesan, pengiriman lebih cepat dari perkiraan, pesan tgl. 10 paket diterima tgl 13. Packingrapi dan aman. Terimakasi Lazada, terimakasih seller.",barang sesuai pes kirim cepat kira pesan tanggal paket terima tanggal packingrapi aman terimakasi lazada terimakasih penjual
1252,5,"Real Capacity, packing rapi",real capacity packing rapi
1253,4,Bgss sesuai pesanan,bgss sesuai pesan
1254,5,sesuai pesanan dan packing rapi,sesuai pesan packing rapi
1255,5,"Barang Original, sampai lumayan cepat, packing rapi",barang original lumayan cepat packing rapi
1256,5,Udah PUAS DAH JAYA SELALU LAZADA,sudah puas sudah jaya lazada
1257,5,sdh saya terima dan trima kasih,sudah terima trima kasih
1258,5,Barang sesuai.. Pengiriman Sangat Cepat.. Mantap jiwa...,barang sesuai kirim cepat mantap jiwa
1259,4,"Good, semoga awet",good moga awet
1260,5,"Cepat.. rabu pagi pesan, jumat pagi sudah sampai..  barang sesuai gambar dan spec.. terima kasih..",cepat rabu pagi pesan jumat pagi barang sesuai gambar spec terima kasih
1261,5,"Pesan hari selasa, hari kamis pagi sudah sampai. mungkin karena lokasi sama-sama di Jakarta. tapi saya beri applause untuk pelayanan yang cepat. semoga barangnya berfungsi baik dan awet.",pesan selasa kamis pagi lokasi samasama jakarta applause layan cepat moga barang fungsi awet
1262,5,Barang sudah sampai dengan selamat dan sesuai dengan spec thanks lazada & kenkez.,barang selamat sesuai spec terimakasih lazada kenkez
1263,4,Sy ksh 4 dlu ya krn blm di coba. Tp packing rapi. Pengiriman sesuai estimasi. Thanks ya,saya kasih dulu ya karena belum coba tetapi packing rapi kirim sesuai estimasi terimakasih ya
1264,3,Produk OK cuma kelemahannya tidak terbaca di tablet ASUS..,produk ok lemah baca tablet asus
1265,5,Pesanan sampai dg aman dan sesuai dg deskripsi. Thx,pesan dengan aman sesuai dengan deskripsi terimakasih
1266,5,"Thx bonus nya... Sudah sampai dengan selamat... Semoga awet nih hdd ext, menggantikan yg lama",terimakasih bonus nya selamat moga awet nih ext ganti yang
1267,3,Apa ini isinya real 2 Tera Byte??,isi real tera byte
1268,4,"Senin malam pesan hari kamis udah dateng, produk sesuai gambar semoga awet,thx lazada",senin malam pesan kamis sudah datang produk sesuai gambar moga awetthx lazada
1269,5,"barang bagus sesuai gambar, tdk ada cacat, dibungkus rapi, recommended seller lah ini..pengiriman jg memuaskan, kemarin pesan hari ini sdh sampai brgnya",barang bagus sesuai gambar tidak cacat bungkus rapi recommended penjual inipengiriman juga muas kemarin pesan sudah brgnya
1270,5,Alhamdulillah barangnya udh datang bonusnya juga lengkap dan berfungsi dengan baik .. trimakasih lazada ...,alhamdulillah barang sudah bonus lengkap fungsi trimakasih lazada
1271,5,"Order tanggal 16 Jan 2019, tanggal 17 Jan 2019 barang sudah sampai, saya pilih COD. Semua item lengkap dengan bonusnya, kondisi harddisk setelah dicek juga ok",order tanggal jan tanggal jan barang pilih bayar saat pengiriman item lengkap bonus kondisi harddisk cek ok
1272,5,mantep brg nya bagus truss berkualitas maaf bru kasik ulasan skrg tpi stelh pemakaian beberapa bulan msih aja ttep mantul tuh brg,mantap barang nya bagus truss kualitas maaf baru kasik ulas sekarang tapi stelh pakai masih saja ttep mantul tuh barang
1273,5,"sedikit lama sampainya , tp telah diterima dengan baik  .",sampai tetapi terima
1274,3,Barang sesuai tp otg nya ga bsa dpkai kedepan nya tlong pastikan pengiriman ke pembeli brang bsa dpkai semuanya sesuai deskripsi nya.,barang sesuai tetapi otg nya tidak bisa dpkai depan nya tolong pasti kirim beli brang bisa dpkai sesuai deskripsi nya
1275,5,"respon seller cepat, barang sesuai + bonusnya lengkap ! udh di tes ga ada problem cuman otgnya aja yg mungkin ga bisa, tapi overall oke kok. Top deh !",respon penjual cepat barang sesuai bonus lengkap sudah tes tidak problem cuma otgnya saja yang tidak overall oke top deh
1276,1,Barang pesanan blm smp k saya...SMP SEKARANG...dan sdh ada email masuk barang sdh d terima....SIAPA YANG TERIMA...LAZADA BAGAIMANA TANGGUNG JAWABNYA..!!!!!!,barang pesan belum smp k sayasmp sekarangdan sudah email masuk barang sudah d terimasiapa terimalazada tanggung
1277,5,Yang hitam Pacarku yang pertama,hitam pacar
1278,5,"yess, terkirim dengan baik, barangnya sesuai",yess kirim barang sesuai
1279,3,Sesuai dg yg d promo kan,sesuai dengan yang d promo
1280,4,mayan lah cuma otg nya ga bisa dipake,mayan otg nya tidak dipakai
1281,5,barang sudah diterima Semuanya lancar jaya ..HD berfungsi Bonusnya Lengkap 👍🏻,barang terima lancar jaya hd fungsi bonus lengkap
1282,5,di terima dwngan baik,terima dwngan
1283,5,Barang OK... Mantap,barang ok mantap
1284,5,thx ya gan barangnya bagus dan sesuai yg di pesan,terimakasih ya juragan barang bagus sesuai yang pesan
1285,5,"Sesuai Dengan Deskripsi, fast shipping",sesuai deskripsi fast shipping
1286,5,lengkapp,lengkapp
1287,4,"Produk nya bagus sesuai deskripsi. Bening, bisa lihat isinya. Langsung pasang dan test.... Ok bekerja dengan baik. Terima kasih",produk nya bagus sesuai deskripsi bening lihat isi langsung pasang test ok terima kasih
1288,5,I'm very happy to have a see-through external drive casing.,im very senang untuk have a seethrough external drive casing
1289,5,Barang bagus dan terbungkus dengan rapi.,barang bagus bungkus rapi
1290,5,Produk aman sampai tujuan. Sudah dites dan berjalan normal,produk aman tuju tes jalan normal
1291,5,"Barang sesuai, kualitas super, makasih",barang sesuai kualitas super terimakasih
1292,1,Sdh 2 minggu barang blom di kirim juga..bagaimana ini gan .ada barang ngak sih?,sudah minggu barang belum kirim jugabagaimana juragan barang tidak sih
1293,5,"Kualitas produk ok, sudah dicoba lgsg lancar jaya, kemasan rapi, harga memuaskan, order tgl 1 tiba di rumah tgl 4, lumayan lama krn dikirim dr Yogya ke Bogor, klo msh ada stok mungkin order lg",kualitas produk ok coba langsung lancar jaya kemas rapi harga muas order tanggal rumah tanggal lumayan karena kirim dari yogya bogor kalau masih stok order lagi
1294,4,"Barang sdh tiba, sesuai gambar, berfungsi normal. semoga awet. tp kebetulan saya cek harga offline di bali, ternyata ada yang lebih murah dengan type yang sama. but it's okay, yang penting bisa dipakai. Mohon disesuaikan lagi harganya, supaya makin laris jualan :)",barang sudah sesuai gambar fungsi normal moga awet tetapi cek harga offline bal murah type but its okay pakai mohon sesuai harga laris jual
1295,5,"recomended seller....servis sangat bagus pengiriman cepat, packing rapi, produk berfungsi baik setelah dicoba",recomended sellerservis bagus kirim cepat packing rapi produk fungsi coba
1296,4,barang oke. pengiriman lancar. cuma penutupnya aja yg agak keras buat masukin kedalem. tp barangnya oke dah dites,barang oke kirim lancar tutup saja yang keras masukin dalem tetapi barang oke sudah tes
1297,5,"Packing rapih, pengiriman cepat dan barang berfungsi dengan baik.. Thanks lazada",packing rapih kirim cepat barang fungsi terimakasih lazada
1298,5,barang sdh diterima dgn baik dan bekerja dgn baik,barang sudah terima dengan dengan
1299,4,Paket sudah sampai paking rapi,paket paking rapi
1300,5,Barang sudah sampai langsung tes bisa digunakan dengan baik,barang langsung tes
1301,5,"Barang bagus, i am glad that it works correctly, respon cepet",barang bagus i am glad that it works correctly respon cepat
1302,5,"Pesanan #3815888426  M-Tech External Case Hard Disk Sata 3.5"" USB 2.0 - Silver  Telah diterima",pesan mtech external case hard disk sata usb silver terima
